UF;Municipio;Registro;Protocolo;COBRADE;Status;Populacao;DH_Mortos;DH_Feridos;DH_Enfermos;DH_Desabrigados;DH_Desalojados;DH_Desaparecidos;DH_Outros_Afetados;DM_Unidades_Habitacionais_Danificadas;DM_Unidades_Habitacionais_Destruidas;DM_Unidades_Habitacionais_Valor;DM_Instalacoes_publicas_de_saude_Danificadas;DM_Instalacoes_publicas_de_saude_Destruidas;DM_Instalacoes_publicas_de_saude_Valor;DM_Instalacoes_publicas_de_ensino_Danificadas;DM_Instalacoes_publicas_de_ensino_Destruidas;DM_Instalacoes_publicas_de_ensino_Valor;DM_Instalacoes_publicas_prestadoras_de_outros_servicos_Danificadas;DM_Instalacoes_publicas_prestadoras_de_outros_servicos_Destruidas;DM_Instalacoes_publicas_prestadoras_de_outros_servicos_Valor;DM_Instalacoes_publicas_de_uso_comunitario_Danificadas;DM_Instalacoes_publicas_de_uso_comunitario_Destruidas;DM_Instalacoes_publicas_de_uso_comunitario_Valor;DM_Obras_de_infraestrutura_publica_Danificadas;DM_Obras_de_infraestrutura_publica_Destruidas;DM_Obras_de_infraestrutura_publica_Valor;DA_Poluicao_ou_contaminacao_da_agua;DA_Poluicao_ou_contaminacao_do_ar;DA_Poluicao_ou_contaminacao_do_solo;DA_Diminuicao_ou_exaurimento_hidrico;DA_Incendios_em_parques_APAs_ou_APPs;PEPL_Assistencia_medica_saude_publica_e_atendimento_de_emergencias_medicas;PEPL_Abastecimento_de_agua_potavel;PEPL_Esgoto_de_aguas_pluviais_e_sistema_de_esgotos_sanitarios;PEPL_Sistema_de_limpeza_urbana_e_de_recolhimento_e_destinacao_do_lixo;PEPL_Sistema_de_desinfestacao_desinfeccao_do_habitat_controle_de_pragas_e_vetores;PEPL_Geracao_e_distribuicao_de_energia_eletrica;PEPL_Telecomunicacoes;PEPL_Transportes_locais_regionais_e_de_longo_curso;PEPL_Distribuicao_de_combustiveis_especialmente_os_de_uso_domestico;PEPL_Seguranca_publica;PEPL_Ensino;PEPR_Agricultura;PEPR_Pecuaria;PEPR_Industria;PEPR_Comercio;PEPR_Servicos;PEPL_Assistencia_medica_saude_publica_e_atendimento_de_emergencias_medicas;PEPL_Abastecimento_de_agua_potavel;PEPL_Esgoto_de_aguas_pluviais_e_sistema_de_esgotos_sanitarios;PEPL_Sistema_de_limpeza_urbana_e_de_recolhimento_e_destinacao_do_lixo;PEPL_Sistema_de_desinfestacao_desinfeccao_do_habitat_controle_de_pragas_e_vetores;PEPL_Geracao_e_distribuicao_de_energia_eletrica;PEPL_Telecomunicacoes;PEPL_Transportes_locais_regionais_e_de_longo_curso;PEPL_Distribuicao_de_combustiveis_especialmente_os_de_uso_domestico;PEPL_Seguranca_publica;PEPL_Ensino
RS;Sao Martinho da Serra;03/01/2022;RS-F-4319125-14110-20211230;14110 - Estiagem;Reconhecido;3201;0;0;0;0;0;0;150;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;DE 0% A 5%;;0.0;561650.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;46593000.0;9045000.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Nova Esperanca do Sul;30/12/2021;RS-F-4313037-14110-20211230;14110 - Estiagem;Reconhecido;4671;0;0;0;0;0;0;1200;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;14780.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12803050.0;4100150.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Augusto Pestana;30/12/2021;RS-F-4301503-14110-20211230;14110 - Estiagem;Reconhecido;7097;0;0;0;0;0;0;6500;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;DE 0% A 5%;;0.0;2306.94;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;79963799.0;3584716.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Ciriaco;05/01/2022;RS-F-4305504-14110-20211230;14110 - Estiagem;Reconhecido;4922;0;0;0;0;0;0;1827;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;201568.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44644185.0;8261708.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Barros Cassal;04/01/2022;RS-F-4302006-14110-20211230;14110 - Estiagem;Reconhecido;11133;0;0;0;0;0;0;6150;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;293197.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24479959.59;259200.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Nova Boa Vista;30/12/2021;RS-F-4312955-14110-20211230;14110 - Estiagem;Reconhecido;1960;0;0;0;0;0;0;1960;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;2600.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14371833.0;11556000.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Pontao;30/12/2021;RS-F-4314779-14110-20211230;14110 - Estiagem;Reconhecido;3857;0;0;0;0;0;0;3528;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;123421.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;56286283.81;4156110.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Segredo;04/01/2022;RS-F-4320263-14110-20211230;14110 - Estiagem;Reconhecido;7158;0;0;0;0;0;0;600;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;80660.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39916635.0;972648.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Barao de Cotegipe;03/01/2022;RS-F-4301701-14110-20211230;14110 - Estiagem;Reconhecido;6529;0;0;0;0;0;0;620;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;30219.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32985080.0;9963200.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Sao Valentim;30/12/2021;RS-F-4319703-14110-20211230;14110 - Estiagem;Reconhecido;3632;0;0;0;0;0;0;3632;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;96606.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19423843.33;4441208.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Roque Gonzales;30/12/2021;RS-F-4316303-14110-20211229;14110 - Estiagem;Reconhecido;7206;0;0;0;0;0;0;7206;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;36224.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23638110.0;4496855.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Roca Sales;03/01/2022;RS-F-4315800-14110-20211229;14110 - Estiagem;Reconhecido;10287;0;0;0;0;0;0;300;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;DE 0% A 5%;;0.0;9945.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13124370.0;11490000.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Ronda Alta;29/12/2021;RS-F-4316105-14110-20211229;14110 - Estiagem;Reconhecido;10228;0;0;0;0;0;0;10228;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;26500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64704339.3;4932559.2;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Anta Gorda;30/12/2021;RS-F-4300703-14110-20211229;14110 - Estiagem;Reconhecido;6073;0;0;0;0;0;0;1700;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;38404.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19472390.0;22452860.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Santa Cruz do Sul;30/12/2021;RS-F-4316808-23110-20211229;23110 - Incendios em plantas e distritos industriais, parques e depositos;Registro;118287;0;1;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;DE 0% A 5%;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100000.0;0;0;0;0;0;0;0;0;0;0;0
RS;Gravatai;30/12/2021;RS-F-4309209-14110-20211229;14110 - Estiagem;Registro;255762;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Encantado;07/01/2022;RS-F-4306809-14110-20211229;14110 - Estiagem;Reconhecido;20514;0;0;0;0;0;0;2631;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;DE 10% A 20%;;0.0;1180.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7188187.5;11541552.23;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Seberi;29/12/2021;RS-F-4320206-14110-20211229;14110 - Estiagem;Reconhecido;10902;0;0;0;0;0;0;4800;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;14652.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22766500.0;2500000.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Victor Graeff;30/12/2021;RS-F-4323200-14110-20211229;14110 - Estiagem;Reconhecido;3036;0;0;0;0;0;0;1500;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;16266.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70500375.0;25535502.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Jaboticaba;29/12/2021;RS-F-4310850-14110-20211229;14110 - Estiagem;Reconhecido;4111;0;0;0;0;0;0;2600;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;76800.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7775430.0;3728485.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Marcelino Ramos;29/12/2021;RS-F-4311908-14110-20211229;14110 - Estiagem;Reconhecido;5134;0;0;0;0;0;0;2400;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;DE 10% A 20%;;0.0;62000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26704946.0;1064447.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Chapada;29/12/2021;RS-F-4305306-14110-20211229;14110 - Estiagem;Reconhecido;9377;0;0;0;0;0;0;5287;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;184282.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36915570.0;30493400.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Sao Valentim do Sul;07/01/2022;RS-F-4319711-14110-20211229;14110 - Estiagem;Reconhecido;2168;0;0;0;0;0;0;700;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;23875.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4453498.98;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Severiano de Almeida;29/12/2021;RS-F-4320602-14110-20211229;14110 - Estiagem;Reconhecido;3842;0;0;0;0;0;0;2443;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;97781.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11839132.88;16997680.8;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Salto do Jacui;29/12/2021;RS-F-4316451-14110-20211229;14110 - Estiagem;Reconhecido;11880;0;0;0;0;0;0;2500;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;DE 10% A 20%;;0.0;11644.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69032600.0;11231500.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Bom Progresso;29/12/2021;RS-F-4302378-14110-20211229;14110 - Estiagem;Reconhecido;2328;0;0;0;0;0;0;1150;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;6486.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36823950.0;2363500.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Putinga;29/12/2021;RS-F-4315206-14110-20211229;14110 - Estiagem;Reconhecido;4147;0;0;0;0;0;0;1812;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;50000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27876000.0;13971302.0;1500000.0;600000.0;200000.0;0;0;0;0;0;0;0;0;0;0;0
RS;Sobradinho;29/12/2021;RS-F-4320701-14110-20211229;14110 - Estiagem;Reconhecido;14285;0;0;0;0;0;0;1965;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;DE 5% A 10%;;0.0;21550.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27749175.0;3891500.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Boqueirao do Leao;29/12/2021;RS-F-4302451-14110-20211229;14110 - Estiagem;Reconhecido;7673;0;0;0;0;0;0;7673;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;40320.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18337360.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Alpestre;29/12/2021;RS-F-4300505-14110-20211229;14110 - Estiagem;Reconhecido;8027;0;0;0;0;0;0;4500;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;255455.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14826423.6;4333118.6;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Rio dos Indios;30/12/2021;RS-F-4315552-14110-20211229;14110 - Estiagem;Reconhecido;3616;0;0;0;0;0;0;1500;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;188122.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;46967000.0;7080000.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Venancio Aires;30/12/2021;RS-F-4322608-14110-20211228;14110 - Estiagem;Reconhecido;65964;0;0;0;0;0;0;320;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;DE 0% A 5%;;0.0;74536.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32477765.0;7365375.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Benjamin Constant do Sul;30/12/2021;RS-F-4302055-14110-20211228;14110 - Estiagem;Reconhecido;2307;0;0;0;0;0;0;2080;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;305258.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10289100.0;1534917.5;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Boa Vista do Incra;04/01/2022;RS-F-4302238-14110-20211228;14110 - Estiagem;Reconhecido;2425;0;0;0;0;0;0;130;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;DE 0% A 5%;;0.0;24660.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;148161234.98;12006744.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Estrela;30/12/2021;RS-F-4307807-14110-20211228;14110 - Estiagem;Reconhecido;30628;0;0;0;0;0;0;5328;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;DE 5% A 10%;;0.0;35876.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10191960.0;21499000.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Erval Grande;28/12/2021;RS-F-4307203-14110-20211228;14110 - Estiagem;Reconhecido;5167;0;0;0;0;0;0;2000;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;1069500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12121770.0;8418000.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Lagoa dos Tres Cantos;28/12/2021;RS-F-4311270-14110-20211228;14110 - Estiagem;Reconhecido;1598;0;0;0;0;0;0;1690;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;53028.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37782059.6;2097039.38;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Vista Alegre;28/12/2021;RS-F-4323507-14110-20211228;14110 - Estiagem;Reconhecido;2832;0;0;0;0;0;0;1200;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;92500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8710258.2;8172000.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Barra do Rio Azul;28/12/2021;RS-F-4301925-14110-20211228;14110 - Estiagem;Reconhecido;2003;0;0;0;0;0;0;2003;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;45000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9553271.0;11050500.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
RS;Miraguai;29/12/2021;RS-F-4312302-14110-20211228;14110 - Estiagem;Reconhecido;4855;0;0;0;0;0;0;4899;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;123765.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4321800.0;5209355.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0
