UF;Municipio;Registro;Protocolo;COBRADE;Status;Populacao;DH_Mortos;DH_Feridos;DH_Enfermos;DH_Desabrigados;DH_Desalojados;DH_Desaparecidos;DH_Outros_Afetados;DM_Unidades_Habitacionais_Danificadas;DM_Unidades_Habitacionais_Destruidas;DM_Unidades_Habitacionais_Valor;DM_Instalacoes_publicas_de_saude_Danificadas;DM_Instalacoes_publicas_de_saude_Destruidas;DM_Instalacoes_publicas_de_saude_Valor;DM_Instalacoes_publicas_de_ensino_Danificadas;DM_Instalacoes_publicas_de_ensino_Destruidas;DM_Instalacoes_publicas_de_ensino_Valor;DM_Instalacoes_publicas_prestadoras_de_outros_servicos_Danificadas;DM_Instalacoes_publicas_prestadoras_de_outros_servicos_Destruidas;DM_Instalacoes_publicas_prestadoras_de_outros_servicos_Valor;DM_Instalacoes_publicas_de_uso_comunitario_Danificadas;DM_Instalacoes_publicas_de_uso_comunitario_Destruidas;DM_Instalacoes_publicas_de_uso_comunitario_Valor;DM_Obras_de_infraestrutura_publica_Danificadas;DM_Obras_de_infraestrutura_publica_Destruidas;DM_Obras_de_infraestrutura_publica_Valor;DA_Poluicao_ou_contaminacao_da_agua;DA_Poluicao_ou_contaminacao_do_ar;DA_Poluicao_ou_contaminacao_do_solo;DA_Diminuicao_ou_exaurimento_hidrico;DA_Incendios_em_parques_APAs_ou_APPs;PEPL_Assistencia_medica_saude_publica_e_atendimento_de_emergencias_medicas;PEPL_Abastecimento_de_agua_potavel;PEPL_Esgoto_de_aguas_pluviais_e_sistema_de_esgotos_sanitarios;PEPL_Sistema_de_limpeza_urbana_e_de_recolhimento_e_destinacao_do_lixo;PEPL_Sistema_de_desinfestacao_desinfeccao_do_habitat_controle_de_pragas_e_vetores;PEPL_Geracao_e_distribuicao_de_energia_eletrica;PEPL_Telecomunicacoes;PEPL_Transportes_locais_regionais_e_de_longo_curso;PEPL_Distribuicao_de_combustiveis_especialmente_os_de_uso_domestico;PEPL_Seguranca_publica;PEPL_Ensino;PEPR_Agricultura;PEPR_Pecuaria;PEPR_Industria;PEPR_Comercio;PEPR_Servicos
RS;Andre da Rocha;18/09/2020;RS-F-4300661-15110-20200918;15110 - Doencas infecciosas virais;Reconhecido;1216;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Canoas;18/09/2020;RS-F-4304606-15110-20200918;15110 - Doencas infecciosas virais;Reconhecido;324025;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Cruzeiro do Sul;18/09/2020;RS-F-4306205-15110-20200918;15110 - Doencas infecciosas virais;Reconhecido;12331;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Herval;18/09/2020;RS-F-4307104-15110-20200918;15110 - Doencas infecciosas virais;Reconhecido;6757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Ivoti;18/09/2020;RS-F-4310801-15110-20200918;15110 - Doencas infecciosas virais;Reconhecido;19877;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Nonoai;18/09/2020;RS-F-4312708-15110-20200918;15110 - Doencas infecciosas virais;Reconhecido;12076;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Sao Luiz Gonzaga;18/09/2020;RS-F-4318903-15110-20200918;15110 - Doencas infecciosas virais;Reconhecido;34558;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Tapera;18/09/2020;RS-F-4321006-15110-20200918;15110 - Doencas infecciosas virais;Reconhecido;10452;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Bento Goncalves;18/09/2020;RS-F-4302105-15110-20200918;15110 - Doencas infecciosas virais;Reconhecido;107341;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Cacique Doble;18/09/2020;RS-F-4303202-15110-20200918;15110 - Doencas infecciosas virais;Reconhecido;4865;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Lajeado;18/09/2020;RS-F-4311403-15110-20200918;15110 - Doencas infecciosas virais;Reconhecido;71481;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Nova Boa Vista;18/09/2020;RS-F-4312955-15110-20200918;15110 - Doencas infecciosas virais;Reconhecido;1960;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Paim Filho;18/09/2020;RS-F-4313607-15110-20200918;15110 - Doencas infecciosas virais;Reconhecido;4243;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Porto Xavier;18/09/2020;RS-F-4315107-15110-20200918;15110 - Doencas infecciosas virais;Reconhecido;10560;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Sant`Ana do Livramento;18/09/2020;RS-F-4317103-15110-20200918;15110 - Doencas infecciosas virais;Reconhecido;82513;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Gramado;07/10/2020;RS-F-4309100-15110-20200917;15110 - Doencas infecciosas virais;Registro;32300;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Santo Angelo;17/09/2020;RS-F-4317509-13215-20200916;13215 - Tempestade Local/Convectiva - Vendaval;Registro;76304;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.0;0.0;12000;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;300000;0;0;400000;0
RS;Coronel Barros;17/09/2020;RS-F-4305871-13215-20200916;13215 - Tempestade Local/Convectiva - Vendaval;Registro;2459;0.0;0.0;0.0;0.0;0.0;0.0;2459.0;0.0;0.0;2000;0.0;0.0;0;0.0;0.0;1000;0.0;0.0;0;0.0;0.0;500;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Entre-Ijuis;18/09/2020;RS-F-4306932-13215-20200916;13215 - Tempestade Local/Convectiva - Vendaval;Reconhecido;8938;0.0;0.0;0.0;0.0;0.0;0.0;8938.0;130.0;0.0;10403,79;1.0;0.0;800;0.0;0.0;0;1.0;0.0;500;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;7480;0;0;0;0;0;0;0;1540381,67;0;0;0;0
RS;Santo Antonio da Patrulha;15/09/2020;RS-F-4317608-15110-20200915;15110 - Doencas infecciosas virais;Nao reconhecido;39679;30.0;0.0;490.0;0.0;0.0;0.0;20000.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;2000000;0;0;0;0;0;0;0;0;0;0;36481469;14194068,4;0;0;0
RS;Quevedos;28/09/2020;RS-F-4315321-15110-20200831;15110 - Doencas infecciosas virais;Nao reconhecido;2710;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Sagrada Familia;08/09/2020;RS-F-4316428-13322-20200821;13322 - Onda de Frio - Geadas;Registro;2595;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;1862000;0;0;0;0
RS;Sao Jeronimo;20/08/2020;RS-F-4318408-13213-20200819;13213 - Tempestade Local/Convectiva - Granizo;Reconhecido;22141;0.0;0.0;0.0;0.0;0.0;0.0;1430.0;150.0;0.0;180000;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;36000;0;0;0;0
RS;Novo Cabrais;19/08/2020;RS-F-4313391-15110-20200819;15110 - Doencas infecciosas virais;Reconhecido;3855;0.0;0.0;0.0;0.0;0.0;0.0;3855.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Tavares;26/08/2020;RS-F-4321352-13213-20200819;13213 - Tempestade Local/Convectiva - Granizo;Reconhecido;5351;0.0;0.0;0.0;0.0;0.0;0.0;715.0;311.0;0.0;119146,16;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;1972600;0;0;0;0
RS;Pinhal Grande;21/08/2020;RS-F-4314472-13213-20200818;13213 - Tempestade Local/Convectiva - Granizo;Registro;4471;0.0;0.0;0.0;0.0;0.0;0.0;550.0;111.0;0.0;252430,21;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Jari;19/08/2020;RS-F-4311130-13213-20200818;13213 - Tempestade Local/Convectiva - Granizo;Reconhecido;3575;0.0;0.0;0.0;0.0;20.0;0.0;928.0;237.0;0.0;213823,15;0.0;0.0;0;1.0;0.0;8148,4;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;8148,4;1150625;0;0;0;0
RS;Toropi;20/08/2020;RS-F-4321493-13213-20200818;13213 - Tempestade Local/Convectiva - Granizo;Registro;2952;0.0;0.0;0.0;0.0;0.0;0.0;40.0;19.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Lagoa dos Tres Cantos;21/08/2020;RS-F-4311270-15110-20200817;15110 - Doencas infecciosas virais;Reconhecido;1598;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Planalto;27/08/2020;RS-F-4314704-13213-20200814;13213 - Tempestade Local/Convectiva - Granizo;Reconhecido;10524;0.0;0.0;0.0;0.0;0.0;0.0;1500.0;500.0;0.0;800000;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;622740;0;0;0;0
RS;Cruzaltense;20/08/2020;RS-F-4306130-13213-20200814;13213 - Tempestade Local/Convectiva - Granizo;Registro;2141;0.0;0.0;0.0;0.0;0.0;0.0;300.0;40.0;0.0;80000;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;4.0;0.0;30000;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;300;0;0;0;438000;85000;0;0;0
RS;Tucunduva;19/08/2020;RS-F-4322103-12200-20200814;12200 - Enxurradas;Registro;5901;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;1.0;1.0;15000;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Cruzeiro do Sul;14/07/2020;RS-F-4306205-12100-20200713;12100 - Inundacoes;Reconhecido;12331;0.0;0.0;0.0;60.0;450.0;0.0;5205.0;497.0;0.0;3976000;0.0;0.0;0;2.0;0.0;211116,8;0.0;0.0;0;0.0;0.0;0;8.0;0.0;10277200;;;;;;0;0;65000;230000;0;0;0;450000;0;0;0;55200;251600;0;0;0
RS;Nova Prata;20/07/2020;RS-F-4313300-12200-20200712;12200 - Enxurradas;Registro;22830;0.0;0.0;0.0;0.0;50.0;0.0;3000.0;2.0;0.0;45000;0.0;0.0;0;1.0;0.0;5000;0.0;0.0;0;1.0;0.0;5000;0.0;0.0;0;;;;;;0;2000;105000;0;0;0;0;81000;0;0;0;0;355375;0;0;0
RS;Itapuca;16/07/2020;RS-F-4310579-12200-20200711;12200 - Enxurradas;Nao reconhecido;2337;0.0;0.0;0.0;0.0;0.0;0.0;1150.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;13.0;0.0;81020;;;;;;0;0;0;0;0;0;0;81020;0;0;0;1563500;49513,2;0;0;0
RS;Santa Barbara do Sul;14/07/2020;RS-F-4316709-13214-20200711;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Registro;8829;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Sao Vendelino;20/07/2020;RS-F-4319752-12200-20200710;12200 - Enxurradas;Registro;1944;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Eldorado do Sul;24/07/2020;RS-F-4306767-12100-20200710;12100 - Inundacoes;Reconhecido;34335;0.0;0.0;0.0;72.0;144.0;0.0;1784.0;520.0;0.0;650000;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Novo Hamburgo;09/07/2020;RS-F-4313409-12100-20200709;12100 - Inundacoes;Registro;239051;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Sao Jeronimo;11/07/2020;RS-F-4318408-12100-20200709;12100 - Inundacoes;Reconhecido;22141;0.0;0.0;0.0;60.0;1140.0;0.0;0.0;250.0;0.0;275000;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;DE 0% A 5%;;DE 0% A 5%;;;0;0;28938;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Montenegro;15/07/2020;RS-F-4312401-12100-20200709;12100 - Inundacoes;Reconhecido;59436;0.0;0.0;0.0;23.0;3020.0;0.0;11957.0;53.0;2.0;150500;0.0;0.0;0;0.0;0.0;0;1.0;0.0;2000;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;28920;0;0;0;0;0;8760;0;0;0;0;0;0
RS;Venancio Aires;28/07/2020;RS-F-4322608-12100-20200709;12100 - Inundacoes;Reconhecido;65964;0.0;0.0;0.0;34.0;435.0;0.0;1275.0;5.0;1.0;2993,8;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;12.0;4.0;176825,51;;;;;;0;0;0;60237,84;0;0;0;0;0;0;0;374355;439450;2000000;500000;200000
RS;Taquari;14/07/2020;RS-F-4321303-12100-20200709;12100 - Inundacoes;Reconhecido;26135;0.0;0.0;0.0;19.0;54.0;0.0;383.0;10.0;13.0;600000;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;3500;2700;0;0;0;0;0;0;0;862590;848465;0;0;315000
RS;Estrela;14/07/2020;RS-F-4307807-12100-20200709;12100 - Inundacoes;Reconhecido;30628;0.0;0.0;0.0;105.0;4023.0;0.0;0.0;1200.0;30.0;13950000;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;3.0;0.0;30396000;DE 10% A 20%;;DE 10% A 20%;;;0;0;8840;265196;0;0;0;396000;0;0;0;117355;394500;0;0;0
RS;Colinas;10/07/2020;RS-F-4305587-12100-20200709;12100 - Inundacoes;Reconhecido;2420;1.0;0.0;0.0;0.0;120.0;0.0;220.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;3.0;0.0;50000;;;;;;0;500;0;40000;0;0;0;50000;0;0;0;270140;853125;65000;135000;0
RS;Encantado;14/07/2020;RS-F-4306809-12100-20200709;12100 - Inundacoes;Reconhecido;20514;0.0;0.0;0.0;372.0;348.0;0.0;2080.0;785.0;15.0;2470000;0.0;0.0;0;4.0;1.0;2210000;0.0;0.0;0;3.0;0.0;140000;78.0;1.0;6117500;DE 10% A 20%;;DE 10% A 20%;;;0;0;0;480000;150000;0;0;0;0;0;0;0;0;47000000;2500000;500000
RS;Sao Sebastiao do Cai;11/07/2020;RS-F-4319505-12100-20200708;12100 - Inundacoes;Reconhecido;21944;0.0;0.0;0.0;172.0;1730.0;0.0;17000.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;11.0;0.0;625900;;;;;;0;45000;95000;260000;0;0;0;625900;0;0;0;5988000;412500;3780000;1960000;1520000
RS;Imigrante;10/07/2020;RS-F-4310363-12200-20200708;12200 - Enxurradas;Reconhecido;3025;0.0;0.0;0.0;0.0;0.0;0.0;3150.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;6.0;0.0;786062,06;;;;;;0;0;0;0;0;0;0;0;0;0;0;30000;388400;9800000;0;0
RS;Soledade;22/07/2020;RS-F-4320800-12200-20200708;12200 - Enxurradas;Reconhecido;30065;0.0;0.0;0.0;0.0;5.0;0.0;27430.0;7.0;0.0;14000;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;50.0;0.0;1922385;;;;;;0;25000;60000;0;0;0;0;1862385;0;0;0;200000;600000;0;0;0
RS;Arroio do Meio;08/07/2020;RS-F-4301008-12100-20200708;12100 - Inundacoes;Reconhecido;18783;0.0;10.0;0.0;120.0;870.0;0.0;3780.0;685.0;15.0;1500000;1.0;0.0;50000;1.0;0.0;250000;0.0;0.0;0;2.0;0.0;400000;207.0;0.0;1335850;;;;;;30000;0;0;300000;0;4000;0;0;0;0;0;475000;330000;9450000;950000;300000
RS;Nova Ramada;08/07/2020;RS-F-4313334-12200-20200708;12200 - Enxurradas;Registro;2437;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;2.0;1.0;30000;DE 0% A 5%;;;;;0;0;0;3000;0;0;0;200000;0;0;0;240000;90000;0;0;0
RS;Espumoso;08/07/2020;RS-F-4307500-12100-20200708;12100 - Inundacoes;Registro;15240;0.0;0.0;0.0;0.0;110.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Bom Retiro do Sul;10/07/2020;RS-F-4302402-12100-20200708;12100 - Inundacoes;Reconhecido;11472;0.0;0.0;0.0;6.0;278.0;0.0;300.0;118.0;4.0;634000;0.0;0.0;0;1.0;0.0;4000;0.0;0.0;0;0.0;0.0;0;110.0;0.0;539363,69;;;;;;0;6000;0;0;0;0;0;539363,69;0;0;0;240000;2637600;0;0;0
RS;Santa Cruz do Sul;25/07/2020;RS-F-4316808-12100-20200708;12100 - Inundacoes;Registro;118287;0.0;0.0;0.0;22.0;0.0;0.0;1928.0;346.0;0.0;287180;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;35.0;0.0;11582;;;;;;0;0;0;3421,2;0;0;0;0;0;0;0;0;0;0;0;0
RS;Mucum;11/07/2020;RS-F-4312609-12100-20200708;12100 - Inundacoes;Reconhecido;4791;0.0;0.0;0.0;200.0;1630.0;0.0;0.0;30.0;6.0;1320000;0.0;0.0;0;1.0;0.0;68340;1.0;0.0;49900;0.0;0.0;0;100.0;0.0;350000;;;;;;0;15000;30000;150000;0;0;0;350000;0;0;0;200000;200000;1700000;800000;0
RS;Roca Sales;11/07/2020;RS-F-4315800-12100-20200708;12100 - Inundacoes;Reconhecido;10287;0.0;1.0;0.0;40.0;2200.0;0.0;0.0;570.0;2.0;2870000;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;2.0;1100000;12.0;0.0;8010000;;;;;;0;0;0;51078,18;0;0;0;0;0;0;0;179000;925000;5580500;866500;860700
RS;Ajuricaba;21/07/2020;RS-F-4300208-12300-20200708;12300 - Alagamentos;Registro;7255;0.0;0.0;0.0;6.0;2.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Igrejinha;20/07/2020;RS-F-4310108-12200-20200708;12200 - Enxurradas;Reconhecido;31663;0.0;0.0;0.0;7.0;156.0;0.0;1844.0;510.0;0.0;1020000;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;3.0;0.0;1920164,65;;;;;;0;0;0;3960;0;0;0;347814,52;0;0;0;0;0;0;0;0
RS;Maquine;16/07/2020;RS-F-4311775-12200-20200708;12200 - Enxurradas;Reconhecido;6908;0.0;0.0;0.0;48.0;1.0;0.0;1921.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;4.0;4.0;1157249,43;DE 0% A 5%;;;;;0;0;0;0;0;0;0;1138804,5;0;0;0;8476000;330330;0;0;0
RS;Viamao;17/07/2020;RS-F-4323002-13214-20200708;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Registro;239234;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Capao da Canoa;09/07/2020;RS-F-4304630-12300-20200707;12300 - Alagamentos;Registro;42047;0.0;0.0;0.0;45.0;3.0;0.0;0.0;18.0;0.0;6000;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;3000;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Santa Tereza;09/07/2020;RS-F-4317251-12100-20200707;12100 - Inundacoes;Reconhecido;1717;0.0;0.0;0.0;0.0;210.0;0.0;320.0;95.0;0.0;1057000;0.0;0.0;0;2.0;0.0;20930;0.0;0.0;0;5.0;0.0;102560;10.0;0.0;256000;;;;;;0;16500;20000;330000;0;0;0;155000;0;0;0;651000;0;0;255463;0
RS;Lajeado;16/07/2020;RS-F-4311403-12100-20200707;12100 - Inundacoes;Reconhecido;71481;0.0;0.0;0.0;320.0;1500.0;0.0;40000.0;60.0;10.0;1080000;1.0;0.0;20000;1.0;0.0;10000;0.0;0.0;0;0.0;0.0;0;17.0;0.0;9000000;;;;;;0;0;0;238131,85;0;0;0;0;0;0;0;214000;36000;8000000;3000000;500000
RS;Bom Jesus;10/07/2020;RS-F-4302303-12200-20200707;12200 - Enxurradas;Registro;11556;0.0;0.0;0.0;4.0;7.0;0.0;0.0;3.0;0.0;41000;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Santa Rosa;13/07/2020;RS-F-4317202-13214-20200707;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Registro;68595;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Nao-Me-Toque;10/07/2020;RS-F-4312658-12200-20200707;12200 - Enxurradas;Registro;15938;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Pelotas;15/07/2020;RS-F-4314407-15110-20200706;15110 - Doencas infecciosas virais;Nao reconhecido;327778;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Candido Godoi;10/07/2020;RS-F-4304309-12200-20200706;12200 - Enxurradas;Registro;6535;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;5.0;3.0;150000;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
